Column1	Country	Region	Year	Population	Life.Expectancy	Health.Expenditure
475	Oman	Middle East & North Africa	1997	2266469	74	232
484	Qatar	Middle East & North Africa	1997	528787	76	680
491	Saudi Arabia	Middle East & North Africa	1997	19020639	71	265
512	Syrian Arab Republic	Middle East & North Africa	1997	14856464	73	59
519	Tunisia	Middle East & North Africa	1997	9215000	72	116
524	United Arab Emirates	Middle East & North Africa	1997	2611610	74	751
532	"Yemen, Rep."	Middle East & North Africa	1997	16226938	58	21
381	Canada	North America	1997	29987200	78	1873
526	United States	North America	1997	272657000	76	4055
364	Bangladesh	South Asia	1997	122370403	63	9
370	Bhutan	South Asia	1997	528222	59	50
426	India	South Asia	1997	1000558144	61	18
454	Maldives	South Asia	1997	259002	67	124
468	Nepal	South Asia	1997	22691788	59	12
476	Pakistan	South Asia	1997	134255952	63	15
503	Sri Lanka	South Asia	1997	18568000	69	27
355	Angola	Sub-Saharan Africa	1997	12792237	43	28
369	Benin	Sub-Saharan Africa	1997	5988093	52	16
373	Botswana	Sub-Saharan Africa	1997	1660538	56	138
377	Burkina Faso	Sub-Saharan Africa	1997	11301608	49	11
378	Burundi	Sub-Saharan Africa	1997	6181493	45	8
380	Cameroon	Sub-Saharan Africa	1997	14631908	51	29
382	Cape Verde	Sub-Saharan Africa	1997	412893	68	57
383	Central African Republic	Sub-Saharan Africa	1997	3484027	45	11
384	Chad	Sub-Saharan Africa	1997	7448585	49	11
388	Comoros	Sub-Saharan Africa	1997	520151	57	19
389	"Congo, Dem. Rep."	Sub-Saharan Africa	1997	46369335	45	5
390	"Congo, Rep."	Sub-Saharan Africa	1997	2890841	54	25
392	Cote d'Ivoire	Sub-Saharan Africa	1997	15492127	50	47
404	Equatorial Guinea	Sub-Saharan Africa	1997	472486	49	44
405	Eritrea	Sub-Saharan Africa	1997	3335157	54	9
407	Ethiopia	Sub-Saharan Africa	1997	60481739	50	4
411	Gabon	Sub-Saharan Africa	1997	1148416	61	117
412	"Gambia, The"	Sub-Saharan Africa	1997	1191155	54	21
415	Ghana	Sub-Saharan Africa	1997	17855250	58	21
419	Guinea	Sub-Saharan Africa	1997	7982155	46	26
420	Guinea-Bissau	Sub-Saharan Africa	1997	1170619	44	16
437	Kenya	Sub-Saharan Africa	1997	28944780	54	19
445	Lesotho	Sub-Saharan Africa	1997	1865218	53	32
446	Liberia	Sub-Saharan Africa	1997	2360511	43	0
451	Madagascar	Sub-Saharan Africa	1997	13981666	57	9
452	Malawi	Sub-Saharan Africa	1997	10319125	46	13
455	Mali	Sub-Saharan Africa	1997	10371338	46	18
457	Mauritania	Sub-Saharan Africa	1997	2425374	57	23
458	Mauritius	Sub-Saharan Africa	1997	1148284	70	127
465	Mozambique	Sub-Saharan Africa	1997	16862385	46	10
467	Namibia	Sub-Saharan Africa	1997	1751872	59	142
472	Niger	Sub-Saharan Africa	1997	9835945	46	7
473	Nigeria	Sub-Saharan Africa	1997	115268715	45	53
487	Rwanda	Sub-Saharan Africa	1997	6297733	38	14
490	Sao Tome and Principe	Sub-Saharan Africa	1997	133152	62	55
492	Senegal	Sub-Saharan Africa	1997	8812695	55	22
494	Seychelles	Sub-Saharan Africa	1997	77319	71	432
495	Sierra Leone	Sub-Saharan Africa	1997	3913681	38	31
500	Somalia	Sub-Saharan Africa	1997	6786636	46	6
501	South Africa	Sub-Saharan Africa	1997	40926063.04	58	287
507	Sudan	Sub-Saharan Africa	1997	25763173	55	14
509	Swaziland	Sub-Saharan Africa	1997	1006824	53	87
514	Tanzania	Sub-Saharan Africa	1997	31592450	50	8
516	Togo	Sub-Saharan Africa	1997	4349349	54	18
522	Uganda	Sub-Saharan Africa	1997	22123185	45	15
533	Zambia	Sub-Saharan Africa	1997	9418120	43	26
534	Zimbabwe	Sub-Saharan Africa	1997	12086519	49	92
540	Australia	East Asia & Pacific	1998	18711000	79	1587
556	Brunei Darussalam	East Asia & Pacific	1998	312216	76	575
560	Cambodia	East Asia & Pacific	1998	11986128	57	18
588	Fiji	East Asia & Pacific	1998	800685	67	65
607	Indonesia	East Asia & Pacific	1998	207839287	65	10
621	Lao PDR	East Asia & Pacific	1998	5120845	60	16
632	Malaysia	East Asia & Pacific	1998	22322448	72	96
639	"Micronesia, Fed. Sts."	East Asia & Pacific	1998	107605	67	142
641	Mongolia	East Asia & Pacific	1998	2366895	62	19
645	Myanmar	East Asia & Pacific	1998	43952526	61	2
649	New Zealand	East Asia & Pacific	1998	3815000	78	1124
657	Papua New Guinea	East Asia & Pacific	1998	5104153	58	28
660	Philippines	East Asia & Pacific	1998	74040838	66	31
667	Samoa	East Asia & Pacific	1998	173543	69	72
673	Singapore	East Asia & Pacific	1998	3927200	77	706
676	Solomon Islands	East Asia & Pacific	1998	386906	62	43
691	Thailand	East Asia & Pacific	1998	61660383	72	68
693	Tonga	East Asia & Pacific	1998	96966	70	92
705	Vanuatu	East Asia & Pacific	1998	177946	67	58
707	Vietnam	East Asia & Pacific	1998	75456300	71	17
567	China	East Asia & Pacific	1998	1241935000	71	35
614	Japan	East Asia & Pacific	1998	126410000	81	2221
618	"Korea, Rep."	East Asia & Pacific	1998	46287000	75	313
590	France	Europe & Central Asia	1998	60299148	78	2483
594	Germany	Europe & Central Asia	1998	82047195	77	2733
535	Albania	Europe & Central Asia	1998	3079037	73	47
539	Armenia	Europe & Central Asia	1998	3109101	70	35
541	Austria	Europe & Central Asia	1998	7976789	78	2667
542	Azerbaijan	Europe & Central Asia	1998	7913000	66	30
547	Belarus	Europe & Central Asia	1998	10069000	68	89
548	Belgium	Europe & Central Asia	1998	10203008	77	1976
553	Bosnia and Herzegovina	Europe & Central Asia	1998	3480285	73	95
557	Bulgaria	Europe & Central Asia	1998	8256786	71	83
574	Croatia	Europe & Central Asia	1998	4501000	72	372
576	Cyprus	Europe & Central Asia	1998	908059	78	764
577	Czech Republic	Europe & Central Asia	1998	10294373	75	398
578	Denmark	Europe & Central Asia	1998	5304219	76	2671
586	Estonia	Europe & Central Asia	1998	1386156	69	223
589	Finland	Europe & Central Asia	1998	5153498	77	1851
593	Georgia	Europe & Central Asia	1998	4487300	71	49
596	Greece	Europe & Central Asia	1998	10834880	78	1055
604	Hungary	Europe & Central Asia	1998	10266570	71	335
605	Iceland	Europe & Central Asia	1998	274047	80	2784
610	Ireland	Europe & Central Asia	1998	3712696	76	1459
616	Kazakhstan	Europe & Central Asia	1998	15071300.13	65	70
620	Kyrgyz Republic	Europe & Central Asia	1998	4769000	67	23
622	Latvia	Europe & Central Asia	1998	2410019	69	176
627	Lithuania	Europe & Central Asia	1998	3549331	71	193
628	Luxembourg	Europe & Central Asia	1998	424700	77	2583
629	"Macedonia, FYR"	Europe & Central Asia	1998	1992404	73	187
640	Moldova	Europe & Central Asia	1998	3652771	67	36
642	Montenegro	Europe & Central Asia	1998	639309	75	100
648	Netherlands	Europe & Central Asia	1998	15707209	78	2067
653	Norway	Europe & Central Asia	1998	4431464	78	3155
661	Poland	Europe & Central Asia	1998	38663481	73	267
662	Portugal	Europe & Central Asia	1998	10129290	76	933
664	Romania	Europe & Central Asia	1998	22507344	70	70
668	San Marino	Europe & Central Asia	1998	26271	80	2861
674	Slovak Republic	Europe & Central Asia	1998	5390516	73	235
675	Slovenia	Europe & Central Asia	1998	1981629	75	857
686	Sweden	Europe & Central Asia	1998	8850974	79	2336
689	Tajikistan	Europe & Central Asia	1998	6027676	63	8
697	Turkmenistan	Europe & Central Asia	1998	4395293	64	33
699	Ukraine	Europe & Central Asia	1998	50143939.13	68	55
704	Uzbekistan	Europe & Central Asia	1998	24051000	67	40
612	Italy	Europe & Central Asia	1998	56906744	78	1653
665	Russian Federation	Europe & Central Asia	1998	146899000	67	121
679	Spain	Europe & Central Asia	1998	39721108	79	1107
687	Switzerland	Europe & Central Asia	1998	7110001	79	3851
696	Turkey	Europe & Central Asia	1998	61742674	68	155
701	United Kingdom	Europe & Central Asia	1998	58487141	77	1663
538	Argentina	Latin America & Caribbean	1998	36134642	73	707
543	"Bahamas, The"	Latin America & Caribbean	1998	290571	71	1029
546	Barbados	Latin America & Caribbean	1998	265941	75	530
549	Belize	Latin America & Caribbean	1998	238500	73	111
552	Bolivia	Latin America & Caribbean	1998	7971237	62	54
555	Brazil	Latin America & Caribbean	1998	169409713	69	336
566	Chile	Latin America & Caribbean	1998	15039162	76	405
568	Colombia	Latin America & Caribbean	1998	38439099	70	224
572	Costa Rica	Latin America & Caribbean	1998	3740578	77	268
575	Cuba	Latin America & Caribbean	1998	11031429	76	134
580	Dominican Republic	Latin America & Caribbean	1998	8324680	70	143
581	Ecuador	Latin America & Caribbean	1998	11959586	73	83
583	El Salvador	Latin America & Caribbean	1998	5878097	69	169
597	Grenada	Latin America & Caribbean	1998	101219	73	247
598	Guatemala	Latin America & Caribbean	1998	10723154	67	75
601	Guyana	Latin America & Caribbean	1998	730458	63	52
602	Haiti	Latin America & Caribbean	1998	8342233	58	27
603	Honduras	Latin America & Caribbean	1998	5963008	70	50
613	Jamaica	Latin America & Caribbean	1998	2556780.051	70	175
638	Mexico	Latin America & Caribbean	1998	97001933	74	237
650	Nicaragua	Latin America & Caribbean	1998	4911886	69	53
656	Panama	Latin America & Caribbean	1998	2843276	74	272
658	Paraguay	Latin America & Caribbean	1998	5124050	70	111
659	Peru	Latin America & Caribbean	1998	25079136	70	102
681	St. Lucia	Latin America & Caribbean	1998	151952	71	221
682	St. Vincent and the Grenadines	Latin America & Caribbean	1998	107907	70	123
684	Suriname	Latin America & Caribbean	1998	454124	68	178
694	Trinidad and Tobago	Latin America & Caribbean	1998	1281396	69	174
703	Uruguay	Latin America & Caribbean	1998	3273776.897	74	776
706	"Venezuela, RB"	Latin America & Caribbean	1998	23413000	73	176
536	Algeria	Middle East & North Africa	1998	29673694	69	66
544	Bahrain	Middle East & North Africa	1998	611237	74	479
579	Djibouti	Middle East & North Africa	1998	688940	53	39
582	"Egypt, Arab Rep."	Middle East & North Africa	1998	65309201	68	66
608	"Iran, Islamic Rep."	Middle East & North Africa	1998	63133032	69	134
609	Iraq	Middle East & North Africa	1998	22887833	71	9
611	Israel	Middle East & North Africa	1998	5971000	78	1429
615	Jordan	Middle East & North Africa	1998	4597400	72	157
619	Kuwait	Middle East & North Africa	1998	1763693	74	653
623	Lebanon	Middle East & North Africa	1998	3644171	70	542
626	Libya	Middle East & North Africa	1998	5041233	72	222
635	Malta	Middle East & North Africa	1998	377516	77	662
643	Morocco	Middle East & North Africa	1998	28082684	68	55
654	Oman	Middle East & North Africa	1998	2262969	74	228
663	Qatar	Middle East & North Africa	1998	548828	76	637
670	Saudi Arabia	Middle East & North Africa	1998	19256649	71	253
688	Syrian Arab Republic	Middle East & North Africa	1998	15200324	74	57
695	Tunisia	Middle East & North Africa	1998	9333300	72	127
700	United Arab Emirates	Middle East & North Africa	1998	2755497	74	721
708	"Yemen, Rep."	Middle East & North Africa	1998	16716850	59	22
562	Canada	North America	1998	30247900	79	1849
702	United States	North America	1998	275854000	77	4236
545	Bangladesh	South Asia	1998	124803351	64	9
551	Bhutan	South Asia	1998	540507	60	49
606	India	South Asia	1998	1018471141	61	18
633	Maldives	South Asia	1998	263867	68	130
647	Nepal	South Asia	1998	23255046	60	13
655	Pakistan	South Asia	1998	137808222	63	16
680	Sri Lanka	South Asia	1998	18784000	70	31
537	Angola	Sub-Saharan Africa	1998	13138265	44	24
550	Benin	Sub-Saharan Africa	1998	6154708	52	17
554	Botswana	Sub-Saharan Africa	1998	1695587	54	126
558	Burkina Faso	Sub-Saharan Africa	1998	11621159	50	12
559	Burundi	Sub-Saharan Africa	1998	6223515	45	8
561	Cameroon	Sub-Saharan Africa	1998	14976200	51	29
563	Cape Verde	Sub-Saharan Africa	1998	421203	68	65
564	Central African Republic	Sub-Saharan Africa	1998	3559604	44	10
565	Chad	Sub-Saharan Africa	1998	7689836	49	12
569	Comoros	Sub-Saharan Africa	1998	533754	57	17
570	"Congo, Dem. Rep."	Sub-Saharan Africa	1998	47373590	45	6
571	"Congo, Rep."	Sub-Saharan Africa	1998	2973329	54	25
573	Cote d'Ivoire	Sub-Saharan Africa	1998	15878555	50	53
584	Equatorial Guinea	Sub-Saharan Africa	1998	488039	49	49
585	Eritrea	Sub-Saharan Africa	1998	3428264	55	9
587	Ethiopia	Sub-Saharan Africa	1998	62174171	51	5
591	Gabon	Sub-Saharan Africa	1998	1177936	60	134
592	"Gambia, The"	Sub-Saharan Africa	1998	1225044	55	24
595	Ghana	Sub-Saharan Africa	1998	18281113	58	21
599	Guinea	Sub-Saharan Africa	1998	8112650	47	25
600	Guinea-Bissau	Sub-Saharan Africa	1998	1193585	44	12
617	Kenya	Sub-Saharan Africa	1998	29696410	54	21
624	Lesotho	Sub-Saharan Africa	1998	1900962	51	29
625	Liberia	Sub-Saharan Africa	1998	2540835	44	8
630	Madagascar	Sub-Saharan Africa	1998	14430739	58	8
631	Malawi	Sub-Saharan Africa	1998	10612353	46	9
634	Mali	Sub-Saharan Africa	1998	10662517	47	17
636	Mauritania	Sub-Saharan Africa	1998	2495316	57	24
637	Mauritius	Sub-Saharan Africa	1998	1160421	71	127
644	Mozambique	Sub-Saharan Africa	1998	17295521	47	11
646	Namibia	Sub-Saharan Africa	1998	1802579	59	129
651	Niger	Sub-Saharan Africa	1998	10185812	47	7
652	Nigeria	Sub-Saharan Africa	1998	117983368	45	61
666	Rwanda	Sub-Saharan Africa	1998	6944116	41	15
669	Sao Tome and Principe	Sub-Saharan Africa	1998	135838	62	37
671	Senegal	Sub-Saharan Africa	1998	9035367	55	23
672	Sierra Leone	Sub-Saharan Africa	1998	3953705	38	24
677	Somalia	Sub-Saharan Africa	1998	6982940	47	7
678	South Africa	Sub-Saharan Africa	1998	41899682.78	57	265
683	Sudan	Sub-Saharan Africa	1998	26356626	56	14
685	Swaziland	Sub-Saharan Africa	1998	1008143	52	84
690	Tanzania	Sub-Saharan Africa	1998	32388671	50	10
692	Togo	Sub-Saharan Africa	1998	4500173	55	16
698	Uganda	Sub-Saharan Africa	1998	22788843	45	15
709	Zambia	Sub-Saharan Africa	1998	9682058	42	22
710	Zimbabwe	Sub-Saharan Africa	1998	12261742	47	53
716	Australia	East Asia & Pacific	1999	18926000	79	1745
732	Brunei Darussalam	East Asia & Pacific	1999	319654	76	589
736	Cambodia	East Asia & Pacific	1999	12224414	57	18
764	Fiji	East Asia & Pacific	1999	806927	67	75
783	Indonesia	East Asia & Pacific	1999	210610776	65	15
797	Lao PDR	East Asia & Pacific	1999	5220920	61	10
808	Malaysia	East Asia & Pacific	1999	22867698	72	107
812	Marshall Islands	East Asia & Pacific	1999	52080	68	374
816	"Micronesia, Fed. Sts."	East Asia & Pacific	1999	107237	67	156
818	Mongolia	East Asia & Pacific	1999	2388862	63	18
822	Myanmar	East Asia & Pacific	1999	44496687	62	3
826	New Zealand	East Asia & Pacific	1999	3835100	78	1153
834	Papua New Guinea	East Asia & Pacific	1999	5240560	58	27
837	Philippines	East Asia & Pacific	1999	75669587	67	35
844	Samoa	East Asia & Pacific	1999	175169	69	82
850	Singapore	East Asia & Pacific	1999	3958700	78	632
853	Solomon Islands	East Asia & Pacific	1999	397627	62	46
868	Thailand	East Asia & Pacific	1999	62408639	72	69
870	Tonga	East Asia & Pacific	1999	97431	71	103
882	Vanuatu	East Asia & Pacific	1999	181239	67	52
884	Vietnam	East Asia & Pacific	1999	76596700	71	18
743	China	East Asia & Pacific	1999	1252735000	71	39
790	Japan	East Asia & Pacific	1999	126650000	81	2604
794	"Korea, Rep."	East Asia & Pacific	1999	46617000	75	422
766	France	Europe & Central Asia	1999	60495363	79	2452
770	Germany	Europe & Central Asia	1999	82100243	78	2690
711	Albania	Europe & Central Asia	1999	3072725	74	65
715	Armenia	Europe & Central Asia	1999	3090624	70	34
717	Austria	Europe & Central Asia	1999	7992324	78	2698
718	Azerbaijan	Europe & Central Asia	1999	7982750	66	31
723	Belarus	Europe & Central Asia	1999	10035000	68	74
724	Belgium	Europe & Central Asia	1999	10226419	78	2011
729	Bosnia and Herzegovina	Europe & Central Asia	1999	3601438	74	114
733	Bulgaria	Europe & Central Asia	1999	8210624	71	96
750	Croatia	Europe & Central Asia	1999	4554000	73	372
752	Cyprus	Europe & Central Asia	1999	925504	78	781
753	Czech Republic	Europe & Central Asia	1999	10283860	75	384
754	Denmark	Europe & Central Asia	1999	5321799	76	2927
762	Estonia	Europe & Central Asia	1999	1375654	70	241
765	Finland	Europe & Central Asia	1999	5165474	77	1860
769	Georgia	Europe & Central Asia	1999	4452500	71	37
772	Greece	Europe & Central Asia	1999	10882580	78	1114
780	Hungary	Europe & Central Asia	1999	10237530	71	345
781	Iceland	Europe & Central Asia	1999	277381	79	3219
786	Ireland	Europe & Central Asia	1999	3754786	76	1558
792	Kazakhstan	Europe & Central Asia	1999	14928425.85	66	49
796	Kyrgyz Republic	Europe & Central Asia	1999	4840400	67	15
798	Latvia	Europe & Central Asia	1999	2390482	70	196
803	Lithuania	Europe & Central Asia	1999	3524238	72	193
804	Luxembourg	Europe & Central Asia	1999	430475	78	2868
805	"Macedonia, FYR"	Europe & Central Asia	1999	2001178	73	162
817	Moldova	Europe & Central Asia	1999	3646999	67	19
819	Montenegro	Europe & Central Asia	1999	635689	75	98
825	Netherlands	Europe & Central Asia	1999	15812088	78	2105
830	Norway	Europe & Central Asia	1999	4461913	78	3325
838	Poland	Europe & Central Asia	1999	38660271	73	251
839	Portugal	Europe & Central Asia	1999	10171949	76	986
841	Romania	Europe & Central Asia	1999	22472040	71	68
845	San Marino	Europe & Central Asia	1999	26551	81	3015
851	Slovak Republic	Europe & Central Asia	1999	5396020	73	218
852	Slovenia	Europe & Central Asia	1999	1983045	75	877
863	Sweden	Europe & Central Asia	1999	8857874	79	2395
866	Tajikistan	Europe & Central Asia	1999	6104268	63	7
788	Italy	Europe & Central Asia	1999	56916317	79	1643
874	Turkmenistan	Europe & Central Asia	1999	4449427	64	34
876	Ukraine	Europe & Central Asia	1999	49673349.99	68	38
881	Uzbekistan	Europe & Central Asia	1999	24311700	67	42
842	Russian Federation	Europe & Central Asia	1999	146309000	66	77
856	Spain	Europe & Central Asia	1999	39926268	79	1132
864	Switzerland	Europe & Central Asia	1999	7143991	80	3818
873	Turkey	Europe & Central Asia	1999	62692616	69	188
878	United Kingdom	Europe & Central Asia	1999	58682466	77	1771
714	Argentina	Latin America & Caribbean	1999	36541029	74	726
719	"Bahamas, The"	Latin America & Caribbean	1999	293988	71	1071
722	Barbados	Latin America & Caribbean	1999	266758	75	569
725	Belize	Latin America & Caribbean	1999	243100	73	111
728	Bolivia	Latin America & Caribbean	1999	8138802	63	63
731	Brazil	Latin America & Caribbean	1999	171936271	70	242
742	Chile	Latin America & Caribbean	1999	15231557	76	377
744	Colombia	Latin America & Caribbean	1999	39102653	71	191
748	Costa Rica	Latin America & Caribbean	1999	3831504	78	282
751	Cuba	Latin America & Caribbean	1999	11068382	76	153
756	Dominican Republic	Latin America & Caribbean	1999	8458164	71	150
757	Ecuador	Latin America & Caribbean	1999	12148188	73	65
759	El Salvador	Latin America & Caribbean	1999	5911094	70	168
773	Grenada	Latin America & Caribbean	1999	101354	73	292
774	Guatemala	Latin America & Caribbean	1999	10974314	67	82
777	Guyana	Latin America & Caribbean	1999	731496	64	44
778	Haiti	Latin America & Caribbean	1999	8495358	58	27
779	Honduras	Latin America & Caribbean	1999	6090164	70	55
789	Jamaica	Latin America & Caribbean	1999	2574289.364	70	162
815	Mexico	Latin America & Caribbean	1999	98513690	74	278
827	Nicaragua	Latin America & Caribbean	1999	4994730	69	52
833	Panama	Latin America & Caribbean	1999	2899636	74	271
835	Paraguay	Latin America & Caribbean	1999	5233615	70	109
836	Peru	Latin America & Caribbean	1999	25478577	70	98
858	St. Lucia	Latin America & Caribbean	1999	153703	71	247
859	St. Vincent and the Grenadines	Latin America & Caribbean	1999	107869	70	128
861	Suriname	Latin America & Caribbean	1999	460419	68	135
871	Trinidad and Tobago	Latin America & Caribbean	1999	1286871	69	225
880	Uruguay	Latin America & Caribbean	1999	3288819.058	74	811
883	"Venezuela, RB"	Latin America & Caribbean	1999	23867000	73	232
712	Algeria	Middle East & North Africa	1999	30099010	70	55
720	Bahrain	Middle East & North Africa	1999	626765	74	496
755	Djibouti	Middle East & North Africa	1999	711573	54	47
758	"Egypt, Arab Rep."	Middle East & North Africa	1999	66457136	68	73
784	"Iran, Islamic Rep."	Middle East & North Africa	1999	64278307	69	178
785	Iraq	Middle East & North Africa	1999	23589967	71	15
787	Israel	Middle East & North Africa	1999	6125000	79	1359
791	Jordan	Middle East & North Africa	1999	4680500	72	161
795	Kuwait	Middle East & North Africa	1999	1857217	74	595
799	Lebanon	Middle East & North Africa	1999	3690033	70	490
802	Libya	Middle East & North Africa	1999	5134324	72	229
811	Malta	Middle East & North Africa	1999	379360	77	656
820	Morocco	Middle East & North Africa	1999	28444414	68	56
831	Oman	Middle East & North Africa	1999	2259398	74	244
840	Qatar	Middle East & North Africa	1999	569870	76	632
847	Saudi Arabia	Middle East & North Africa	1999	19578923	71	339
865	Syrian Arab Republic	Middle East & North Africa	1999	15572833	74	59
872	Tunisia	Middle East & North Africa	1999	9455900	73	133
877	United Arab Emirates	Middle East & North Africa	1999	2897038	74	722
885	"Yemen, Rep."	Middle East & North Africa	1999	17208494	59	22
738	Canada	North America	1999	30499200	79	1937
879	United States	North America	1999	279040000	77	4450
721	Bangladesh	South Asia	1999	127214841	64	10
727	Bhutan	South Asia	1999	555377	60	50
782	India	South Asia	1999	1036258683	61	18
809	Maldives	South Asia	1999	268600	69	143
824	Nepal	South Asia	1999	23825372	61	12
832	Pakistan	South Asia	1999	141261069	63	16
857	Sri Lanka	South Asia	1999	19056000	70	31
713	Angola	Sub-Saharan Africa	1999	13511575	44	26
726	Benin	Sub-Saharan Africa	1999	6329476	52	18
730	Botswana	Sub-Saharan Africa	1999	1728179	52	131
734	Burkina Faso	Sub-Saharan Africa	1999	11951701	50	13
735	Burundi	Sub-Saharan Africa	1999	6283662	46	7
737	Cameroon	Sub-Saharan Africa	1999	15324051	50	29
739	Cape Verde	Sub-Saharan Africa	1999	429278	69	65
740	Central African Republic	Sub-Saharan Africa	1999	3632287	44	11
741	Chad	Sub-Saharan Africa	1999	7946982	49	11
745	Comoros	Sub-Saharan Africa	1999	547864	58	16
746	"Congo, Dem. Rep."	Sub-Saharan Africa	1999	48429878	45	11
747	"Congo, Rep."	Sub-Saharan Africa	1999	3055437	54	24
749	Cote d'Ivoire	Sub-Saharan Africa	1999	16242889	50	43
760	Equatorial Guinea	Sub-Saharan Africa	1999	504001	49	40
761	Eritrea	Sub-Saharan Africa	1999	3539885	55	9
763	Ethiopia	Sub-Saharan Africa	1999	63868806	51	5
767	Gabon	Sub-Saharan Africa	1999	1206862	60	116
768	"Gambia, The"	Sub-Saharan Africa	1999	1260283	55	23
771	Ghana	Sub-Saharan Africa	1999	18715676	58	20
775	Guinea	Sub-Saharan Africa	1999	8226138	48	24
776	Guinea-Bissau	Sub-Saharan Africa	1999	1216902	45	11
793	Kenya	Sub-Saharan Africa	1999	30462154	53	18
800	Lesotho	Sub-Saharan Africa	1999	1934337	49	28
801	Liberia	Sub-Saharan Africa	1999	2710963	45	10
806	Madagascar	Sub-Saharan Africa	1999	14892172	59	8
807	Malawi	Sub-Saharan Africa	1999	10922265	46	11
810	Mali	Sub-Saharan Africa	1999	10969725	47	16
813	Mauritania	Sub-Saharan Africa	1999	2567741	57	28
814	Mauritius	Sub-Saharan Africa	1999	1175267	71	126
821	Mozambique	Sub-Saharan Africa	1999	17735992	47	14
823	Namibia	Sub-Saharan Africa	1999	1851034	58	127
